-35.600006, -7.000007, 8.000000, -31.599976, -11.999985, 8.499969, -31.600037, -1.999982, 7.500031, 1.000000, 0.147652, -0.826416, 0.000000,-34.510529, -6.852355, 7.173584, -30.497955, -11.844262, 7.653168, -30.523224, -1.843678, 6.659454, 0, 0
-34.510529, -6.852355, 7.173584, -30.497955, -11.844262, 7.653168, -30.523224, -1.843678, 6.659454, 0.813629, 0.792947, -0.010590, 0.000000,-33.696899, -6.059408, 7.162994, -29.702911, -11.066307, 7.641541, -29.690979, -1.065689, 6.647949, 0, 0
-33.696899, -6.059408, 7.162994, -29.702911, -11.066307, 7.641541, -29.690979, -1.065689, 6.647949, 0.813477, 0.874957, -0.015259, 0.000000,-32.883423, -5.184451, 7.147736, -28.890045, -10.191993, 7.624756, -28.876892, -0.191362, 6.631256, 0, 0
-32.883423, -5.184451, 7.147736, -28.890045, -10.191993, 7.624756, -28.876892, -0.191362, 6.631256, 1.000000, 0.183985, -0.482819, 0.000000,-31.818726, -5.000466, 6.664917, -27.809448, -9.995221, 7.142548, -27.828125, 0.005301, 6.148041, 0, 0
-31.818726, -5.000466, 6.664917, -27.809448, -9.995221, 7.142548, -27.828125, 0.005301, 6.148041, 0.781128, 0.775242, -0.010376, 0.000000,-31.037598, -4.225225, 6.654541, -27.047485, -9.235382, 7.131256, -27.027863, 0.765100, 6.136414, 0, 0
-31.037598, -4.225225, 6.654541, -27.047485, -9.235382, 7.131256, -27.027863, 0.765100, 6.136414, 0.650452, 0.968849, 0.004211, 0.000000,-30.387146, -3.256376, 6.658752, -26.395508, -8.265177, 7.136902, -26.378937, 1.735188, 6.140808, 0, 0
-30.387146, -3.256376, 6.658752, -26.395508, -8.265177, 7.136902, -26.378937, 1.735188, 6.140808, 1.000000, 1.000000, -0.005096, 0.000000,-29.385101, -2.198944, 6.653656, -25.385895, -7.201710, 7.131683, -25.384430, 2.798576, 6.134674, 0, 0
-29.385101, -2.198944, 6.653656, -25.385895, -7.201710, 7.131683, -25.384430, 2.798576, 6.134674, 1.000000, 0.812889, -0.010193, 0.000000,-28.363556, -1.386055, 6.643463, -24.357910, -6.383691, 7.121399, -24.369324, 3.616487, 6.123383, 0, 0
-28.363556, -1.386055, 6.643463, -24.357910, -6.383691, 7.121399, -24.369324, 3.616487, 6.123383, 0.954407, 0.594658, -0.584595, 0.000000,-27.409149, -0.791396, 6.058868, -23.403198, -5.788822, 6.536499, -23.415222, 4.211378, 5.538666, 0, 0
-27.409149, -0.791396, 6.058868, -23.403198, -5.788822, 6.536499, -23.415222, 4.211378, 5.538666, 0.997101, -0.131334, -0.019073, 0.000000,-26.412048, -0.922730, 6.039795, -22.406982, -5.920975, 6.516113, -22.417267, 4.079210, 5.518158, 0, 0
-26.412048, -0.922730, 6.039795, -22.406982, -5.920975, 6.516113, -22.417267, 4.079210, 5.518158, 0.986328, -0.020198, -0.009033, 0.000000,-25.425720, -0.942928, 6.030762, -21.421173, -5.941618, 6.506927, -21.430389, 4.058487, 5.508118, 0, 0
-25.425720, -0.942928, 6.030762, -21.421173, -5.941618, 6.506927, -21.430389, 4.058487, 5.508118, 1.000000, -0.000351, -0.010132, 0.000000,-24.414825, -0.943279, 6.020630, -20.410217, -5.941974, 6.496033, -20.419586, 4.058224, 5.498138, 0, 0
-24.414825, -0.943279, 6.020630, -20.410217, -5.941974, 6.496033, -20.419586, 4.058224, 5.498138, 1.000000, 0.010097, 0.023438, 0.000000,-23.403412, -0.933183, 6.044067, -19.397095, -5.930198, 6.522858, -19.409851, 4.069868, 5.523712, 0, 0
-23.403412, -0.933183, 6.044067, -19.397095, -5.930198, 6.522858, -19.409851, 4.069868, 5.523712, 0.989075, -0.030410, -0.027130, 0.000000,-22.414337, -0.963593, 6.016937, -18.409790, -5.962262, 6.493164, -18.419037, 4.037921, 5.495087, 0, 0
-22.414337, -0.963593, 6.016937, -18.409790, -5.962262, 6.493164, -18.419037, 4.037921, 5.495087, 0.989716, 0.009921, 0.002838, 0.000000,-21.424622, -0.953671, 6.019775, -17.418518, -5.950982, 6.497375, -17.430847, 4.049106, 5.498444, 0, 0
-21.424622, -0.953671, 6.019775, -17.418518, -5.950982, 6.497375, -17.430847, 4.049106, 5.498444, 0.988373, -0.142833, -0.035034, 0.000000,-20.436249, -1.096505, 5.984741, -16.431610, -6.095315, 6.458801, -16.441040, 3.904905, 5.461121, 0, 0
-20.436249, -1.096505, 5.984741, -16.431610, -6.095315, 6.458801, -16.441040, 3.904905, 5.461121, 1.000000, -0.004207, 0.002930, 0.000000,-19.432190, -1.100711, 5.987671, -15.427429, -6.099301, 6.462982, -15.437103, 3.900867, 5.464813, 0, 0
-19.432190, -1.100711, 5.987671, -15.427429, -6.099301, 6.462982, -15.437103, 3.900867, 5.464813, 1.000000, 0.010898, -0.001465, 0.000000,-18.424500, -1.089813, 5.986206, -14.418335, -6.087194, 6.462372, -14.430817, 3.912940, 5.463867, 0, 0
-18.424500, -1.089813, 5.986206, -14.418335, -6.087194, 6.462372, -14.430817, 3.912940, 5.463867, 0.994720, -0.022769, -0.020996, 0.000000,-17.429779, -1.112583, 5.965210, -13.424438, -6.110802, 6.439697, -13.435272, 3.889378, 5.441650, 0, 0
-17.429779, -1.112583, 5.965210, -13.424438, -6.110802, 6.439697, -13.435272, 3.889378, 5.441650, 0.991852, -0.002173, -0.015625, 0.000000,-16.437927, -1.114756, 5.949585, -12.433228, -6.113585, 6.422882, -12.442810, 3.886675, 5.425598, 0, 0
-16.437927, -1.114756, 5.949585, -12.433228, -6.113585, 6.422882, -12.442810, 3.886675, 5.425598, 1.000000, 0.020161, 0.006805, 0.000000,-15.427307, -1.094595, 5.956390, -11.420319, -6.091459, 6.431183, -11.434448, 3.908802, 5.433960, 0, 0
-15.427307, -1.094595, 5.956390, -11.420319, -6.091459, 6.431183, -11.434448, 3.908802, 5.433960, 1.000000, 0.054442, -1.000000, 0.000000,-14.424011, -1.040153, 4.943085, -10.414398, -6.035005, 5.416779, -10.433807, 3.965264, 4.419739, 0, 0
-14.424011, -1.040153, 4.943085, -10.414398, -6.035005, 5.416779, -10.433807, 3.965264, 4.419739, 0.889893, -0.072321, -0.014740, 0.000000,-13.534119, -1.112474, 4.928345, -9.528381, -6.110472, 5.401703, -9.540009, 3.889832, 4.404938, 0, 0
-13.534119, -1.112474, 4.928345, -9.528381, -6.110472, 5.401703, -9.540009, 3.889832, 4.404938, 0.958405, -0.002473, -0.014740, 0.000000,-12.575714, -1.114947, 4.913605, -8.570587, -6.113505, 5.386078, -8.581024, 3.886822, 4.389526, 0, 0
-12.575714, -1.114947, 4.913605, -8.570587, -6.113505, 5.386078, -8.581024, 3.886822, 4.389526, 0.996765, 0.000374, 0.000214, 0.000000,-11.578949, -1.114573, 4.913818, -7.573975, -6.113222, 5.386658, -7.584106, 3.887147, 4.390503, 0, 0
-11.578949, -1.114573, 4.913818, -7.573975, -6.113222, 5.386658, -7.584106, 3.887147, 4.390503, 0.860413, -0.003059, -0.018738, 0.000000,-10.718536, -1.117633, 4.895081, -6.713501, -6.116339, 5.366943, -6.723755, 3.884079, 4.371307, 0, 0
-10.718536, -1.117633, 4.895081, -6.713501, -6.116339, 5.366943, -6.723755, 3.884079, 4.371307, 0.856171, -0.004846, -0.009399, 0.000000,-9.862366, -1.122479, 4.885681, -5.858398, -6.122097, 5.356873, -5.866516, 3.878333, 4.361359, 0, 0
-9.862366, -1.122479, 4.885681, -5.858398, -6.122097, 5.356873, -5.866516, 3.878333, 4.361359, 0.902435, 0.009536, -0.014160, 0.000000,-8.959930, -1.112943, 4.871521, -4.955261, -6.112060, 5.342102, -4.964783, 3.888413, 4.347015, 0, 0
-8.959930, -1.112943, 4.871521, -4.955261, -6.112060, 5.342102, -4.964783, 3.888413, 4.347015, 1.000000, 0.000741, -0.002472, 0.000000,-7.959869, -1.112202, 4.869049, -3.954895, -6.111035, 5.340027, -3.965027, 3.889467, 4.345184, 0, 0
-7.959869, -1.112202, 4.869049, -3.954895, -6.111035, 5.340027, -3.965027, 3.889467, 4.345184, 0.734924, -0.018576, -0.006744, 0.000000,-7.224945, -1.130777, 4.862305, -3.221497, -6.130854, 5.332794, -3.228638, 3.869690, 4.338409, 0, 0
-7.224945, -1.130777, 4.862305, -3.221497, -6.130854, 5.332794, -3.228638, 3.869690, 4.338409, -0.005157, 0.005656, -0.127533, -0.650000,-7.230103, -1.125121, 4.734772, -3.226196, -6.125753, 5.195465, -3.234314, 3.875158, 4.204742, 0, 0
-7.230103, -1.125121, 4.734772, -3.226196, -6.125753, 5.195465, -3.234314, 3.875158, 4.204742, 0.012360, 0.015296, 0.073395, -0.900000,-7.217743, -1.109825, 4.808167, -3.212402, -5.458442, 5.276245, -3.223328, 3.241985, 4.280823, 0, 0
-7.217743, -1.109825, 4.808167, -3.212402, -5.458442, 5.276245, -3.223328, 3.241985, 4.280823, -0.008453, -0.020571, 0.153137, 0.000000,-7.226196, -1.130395, 4.961304, -3.218262, -4.760462, 5.392120, -3.235291, 2.499914, 4.396088, 1, 1
-35.600006, -7.000007, 8.000000, -31.599976, -11.999983, 8.499969, -31.600037, -1.999986, 7.500031, 0.042938, 0.067869, -0.101990, 0.000000,-35.557068, -6.932137, 7.898010, -31.547760, -11.930649, 8.334167, -31.567261, -1.929806, 7.343048, 0, 0
-35.557068, -6.932137, 7.898010, -31.547760, -11.930649, 8.334167, -31.567261, -1.929806, 7.343048, 0.817352, 0.940202, -0.000702, 0.000000,-34.739716, -5.991935, 7.897308, -30.730408, -10.990417, 8.333893, -30.749908, -0.989682, 7.341675, 0, 0
-34.739716, -5.991935, 7.897308, -30.730408, -10.990417, 8.333893, -30.749908, -0.989682, 7.341675, 0.800934, 0.882134, -0.002167, 0.000000,-33.938782, -5.109801, 7.895142, -29.929504, -10.108273, 8.332092, -29.948944, -0.107635, 7.338867, 0, 0
-33.938782, -5.109801, 7.895142, -29.929504, -10.108273, 8.332092, -29.948944, -0.107635, 7.338867, 0.497589, 0.920289, 0.001282, 0.000000,-33.441193, -4.189513, 7.896423, -29.431976, -9.187977, 8.333832, -29.451324, 0.812553, 7.339569, 0, 0
-33.441193, -4.189513, 7.896423, -29.431976, -9.187977, 8.333832, -29.451324, 0.812553, 7.339569, 0.897247, 0.981407, -0.582367, 0.000000,-32.543945, -3.208106, 7.314056, -28.534607, -8.206465, 7.751678, -28.554199, 1.793961, 6.756348, 0, 0
-32.543945, -3.208106, 7.314056, -28.534607, -8.206465, 7.751678, -28.554199, 1.793961, 6.756348, 0.997955, 0.938938, -0.006622, 0.000000,-31.545990, -2.269167, 7.307434, -27.536682, -7.267525, 7.745392, -27.556213, 2.732794, 6.748993, 0, 0
-31.545990, -2.269167, 7.307434, -27.536682, -7.267525, 7.745392, -27.556213, 2.732794, 6.748993, 0.997131, 0.861342, -0.624146, 0.000000,-30.548859, -1.407825, 6.683289, -26.539429, -6.406079, 7.121338, -26.559204, 3.594148, 6.124023, 0, 0
-30.548859, -1.407825, 6.683289, -26.539429, -6.406079, 7.121338, -26.559204, 3.594148, 6.124023, 0.999786, 0.000039, -0.369690, 0.000000,-29.549072, -1.407786, 6.313599, -25.539520, -6.405968, 6.751251, -25.559570, 3.594257, 5.753906, 0, 0
-29.549072, -1.407786, 6.313599, -25.539520, -6.405968, 6.751251, -25.559570, 3.594257, 5.753906, 0.997620, 0.980237, -0.004272, 0.000000,-28.551453, -0.427549, 6.309326, -24.541931, -5.425736, 6.747375, -24.561920, 4.574375, 5.748871, 0, 0
-28.551453, -0.427549, 6.309326, -24.541931, -5.425736, 6.747375, -24.561920, 4.574375, 5.748871, 0.937958, 0.700666, -0.003815, 0.000000,-27.613495, 0.273117, 6.305511, -23.604004, -4.725072, 6.743713, -23.623932, 5.274962, 5.744446, 0, 0
-27.613495, 0.273117, 6.305511, -23.604004, -4.725072, 6.743713, -23.623932, 5.274962, 5.744446, 0.999786, 0.000552, -0.009583, 0.000000,-26.613708, 0.273669, 6.295929, -22.604187, -4.724525, 6.733856, -22.624176, 5.275502, 5.734528, 0, 0
-26.613708, 0.273669, 6.295929, -22.604187, -4.724525, 6.733856, -22.624176, 5.275502, 5.734528, 0.999298, -0.018572, -0.006744, 0.000000,-25.614410, 0.255097, 6.289185, -21.604858, -4.743094, 6.726837, -21.624939, 5.256925, 5.727448, 0, 0
-25.614410, 0.255097, 6.289185, -21.604858, -4.743094, 6.726837, -21.624939, 5.256925, 5.727448, 0.999664, 0.000875, -0.008911, 0.000000,-24.614746, 0.255972, 6.280273, -20.605194, -4.742247, 6.717621, -20.625275, 5.257770, 5.718201, 0, 0
-24.614746, 0.255972, 6.280273, -20.605194, -4.742247, 6.717621, -20.625275, 5.257770, 5.718201, 0.999725, -0.018904, -0.008545, 0.000000,-23.615021, 0.237068, 6.271729, -19.605469, -4.761165, 6.708771, -19.625580, 5.238853, 5.709381, 0, 0
-23.615021, 0.237068, 6.271729, -19.605469, -4.761165, 6.708771, -19.625580, 5.238853, 5.709381, 0.999573, 0.000021, -0.009766, 0.000000,-22.615448, 0.237089, 6.261963, -18.605896, -4.761173, 6.698700, -18.626007, 5.238844, 5.699280, 0, 0
-22.615448, 0.237089, 6.261963, -18.605896, -4.761173, 6.698700, -18.626007, 5.238844, 5.699280, 0.999268, 0.001375, -0.007874, 0.000000,-21.616180, 0.238464, 6.254089, -17.606628, -4.759838, 6.690521, -17.626740, 5.240185, 5.691162, 0, 0
-21.616180, 0.238464, 6.254089, -17.606628, -4.759838, 6.690521, -17.626740, 5.240185, 5.691162, 0.839386, 0.319527, -0.008179, 0.000000,-20.776794, 0.557991, 6.245911, -16.767303, -4.440352, 6.682251, -16.787323, 5.559643, 5.682617, 0, 0
-20.776794, 0.557991, 6.245911, -16.767303, -4.440352, 6.682251, -16.787323, 5.559643, 5.682617, 0.999969, -0.099487, -0.009552, 0.000000,-19.776825, 0.458504, 6.236359, -15.767365, -4.539901, 6.672302, -15.787323, 5.460114, 5.672882, 0, 0
-19.776825, 0.458504, 6.236359, -15.767365, -4.539901, 6.672302, -15.787323, 5.460114, 5.672882, 0.999359, -0.039536, -0.009521, 0.000000,-18.777466, 0.418967, 6.226837, -14.768036, -4.579505, 6.662415, -14.787933, 5.420519, 5.663116, 0, 0
-18.777466, 0.418967, 6.226837, -14.768036, -4.579505, 6.662415, -14.787933, 5.420519, 5.663116, 0.900330, -0.279787, -0.009735, 0.000000,-17.877136, 0.139180, 6.217102, -13.867767, -4.859365, 6.652191, -13.887573, 5.140709, 5.653320, 0, 0
-17.877136, 0.139180, 6.217102, -13.867767, -4.859365, 6.652191, -13.887573, 5.140709, 5.653320, 1.000000, -0.539756, -0.011230, 0.000000,-16.876556, -0.400576, 6.205872, -12.867218, -5.399221, 6.640320, -12.886932, 4.600916, 5.642120, 0, 0
-16.876556, -0.400576, 6.205872, -12.867218, -5.399221, 6.640320, -12.886932, 4.600916, 5.642120, 0.999542, -0.139791, -0.010315, 0.000000,-15.877014, -0.540367, 6.195557, -11.867767, -5.539108, 6.629547, -11.887329, 4.461070, 5.631683, 0, 0
-15.877014, -0.540367, 6.195557, -11.867767, -5.539108, 6.629547, -11.887329, 4.461070, 5.631683, 0.999664, -0.000211, -0.010193, 0.000000,-14.877350, -0.540578, 6.185364, -10.868195, -5.539430, 6.618988, -10.887573, 4.460766, 5.621307, 0, 0
-14.877350, -0.540578, 6.185364, -10.868195, -5.539430, 6.618988, -10.887573, 4.460766, 5.621307, 0.999329, -0.000165, -0.010284, 0.000000,-13.878021, -0.540743, 6.175079, -9.868958, -5.539716, 6.608337, -9.888153, 4.460503, 5.610901, 0, 0
-13.878021, -0.540743, 6.175079, -9.868958, -5.539716, 6.608337, -9.888153, 4.460503, 5.610901, 0.999695, -0.180856, -0.010620, 0.000000,-12.878326, -0.721599, 6.164459, -8.869385, -5.720700, 6.597229, -8.888367, 4.279563, 5.600220, 0, 0
-12.878326, -0.721599, 6.164459, -8.869385, -5.720700, 6.597229, -8.888367, 4.279563, 5.600220, 0.721008, -0.740686, -0.010132, 0.000000,-12.157318, -1.462285, 6.154327, -8.148468, -6.461507, 6.586426, -8.167267, 3.538851, 5.590363, 0, 0
-12.157318, -1.462285, 6.154327, -8.148468, -6.461507, 6.586426, -8.167267, 3.538851, 5.590363, 0.979156, -0.000883, -0.010406, 0.000000,-11.178162, -1.463168, 6.143921, -7.169434, -6.462541, 6.575623, -7.187988, 3.537841, 5.579834, 0, 0
-11.178162, -1.463168, 6.143921, -7.169434, -6.462541, 6.575623, -7.187988, 3.537841, 5.579834, 0.939148, -0.020837, -0.009338, 0.000000,-10.239014, -1.484005, 6.134583, -6.230469, -6.483529, 6.565918, -6.248718, 3.516890, 5.570465, 0, 0
-10.239014, -1.484005, 6.134583, -6.230469, -6.483529, 6.565918, -6.248718, 3.516890, 5.570465, 0.800049, -0.001569, -0.008759, 0.000000,-9.438965, -1.485574, 6.125824, -5.430542, -6.485241, 6.556854, -5.448486, 3.515203, 5.561646, 0, 0
-9.438965, -1.485574, 6.125824, -5.430542, -6.485241, 6.556854, -5.448486, 3.515203, 5.561646, 0.839478, -0.041255, -0.009033, 0.000000,-8.599487, -1.526829, 6.116791, -4.591187, -6.526640, 6.547485, -4.608887, 3.473830, 5.552582, 0, 0
-8.599487, -1.526829, 6.116791, -4.591187, -6.526640, 6.547485, -4.608887, 3.473830, 5.552582, -0.100830, 0.460030, 0.002350, 0.000000,-8.700317, -1.066799, 6.119141, -4.692017, -6.066592, 6.550110, -4.709717, 3.933834, 5.554718, 0, 0
-8.700317, -1.066799, 6.119141, -4.692017, -6.066592, 6.550110, -4.709717, 3.933834, 5.554718, 0.799225, -0.000927, -0.008392, 0.000000,-7.901093, -1.067726, 6.110748, -3.892944, -6.067654, 6.541382, -3.910339, 3.932804, 5.546326, 0, 0
-7.901093, -1.067726, 6.110748, -3.892944, -6.067654, 6.541382, -3.910339, 3.932804, 5.546326, 0.999298, -0.002066, -0.010834, -0.500000,-6.901794, -1.069792, 6.099915, -2.893860, -6.069919, 6.530151, -2.910889, 3.930584, 5.535492, 0, 0
-6.901794, -1.069792, 6.099915, -2.893860, -6.069919, 6.530151, -2.910889, 3.930584, 5.535492, -0.000061, -0.000492, -0.000122, -0.550000,-6.901855, -1.070284, 6.099792, -2.893921, -5.570415, 6.530334, -2.910950, 3.430052, 5.535065, 0, 0
-6.901855, -1.070284, 6.099792, -2.893921, -5.570415, 6.530334, -2.910950, 3.430052, 5.535065, -0.000732, 0.000270, 0.000610, -0.950000,-6.902588, -1.070014, 6.100403, -2.894653, -5.020121, 6.531250, -2.911682, 2.880264, 5.535370, 0, 0
-6.902588, -1.070014, 6.100403, -2.894653, -5.020121, 6.531250, -2.911682, 2.880264, 5.535370, -0.006348, -0.000893, 0.104889, 0.000000,-6.908936, -1.070906, 6.205292, -2.898926, -4.641039, 6.616486, -2.920837, 2.499318, 5.620209, 1, 1
-35.600006, -7.000007, 8.000000, -31.599976, -11.999983, 8.499969, -31.600037, -1.999986, 7.500031, 0.034607, 0.068359, -0.000092, 0.000000,-35.565399, -6.931648, 7.999908, -31.553986, -11.930162, 8.415924, -31.578430, -1.929330, 7.424805, 0, 0
-35.565399, -6.931648, 7.999908, -31.553986, -11.930162, 8.415924, -31.578430, -1.929330, 7.424805, 0.920166, 0.803991, -0.560333, 0.000000,-34.645233, -6.127657, 7.439575, -30.633698, -11.126078, 7.855682, -30.658386, -1.125330, 6.863708, 0, 0
-34.645233, -6.127657, 7.439575, -30.633698, -11.126078, 7.855682, -30.658386, -1.125330, 6.863708, 0.996704, 1.000000, -0.001465, 0.000000,-33.648529, -5.127249, 7.438110, -29.637024, -10.125658, 7.854645, -29.661652, -0.125029, 6.861450, 0, 0
-33.648529, -5.127249, 7.438110, -29.637024, -10.125658, 7.854645, -29.661652, -0.125029, 6.861450, 0.999054, 0.001897, -0.566589, 0.000000,-32.649475, -5.125353, 6.871521, -28.637817, -10.123667, 7.287598, -28.662781, -0.123041, 6.294403, 0, 0
-32.649475, -5.125353, 6.871521, -28.637817, -10.123667, 7.287598, -28.662781, -0.123041, 6.294403, 0.918671, 0.937623, -0.008667, 0.000000,-31.730804, -4.187729, 6.862854, -27.719147, -9.186027, 7.279358, -27.744110, 0.814478, 6.284943, 0, 0
-31.730804, -4.187729, 6.862854, -27.719147, -9.186027, 7.279358, -27.744110, 0.814478, 6.284943, 0.998199, 0.720740, -0.003876, 0.000000,-30.732605, -3.466990, 6.858978, -26.720978, -8.465279, 7.275726, -26.745911, 1.535135, 6.280396, 0, 0
-30.732605, -3.466990, 6.858978, -26.720978, -8.465279, 7.275726, -26.745911, 1.535135, 6.280396, 0.917755, 0.801047, -0.002655, 0.000000,-29.814850, -2.665942, 6.856323, -25.803223, -7.664225, 7.273315, -25.828125, 2.336099, 6.277130, 0, 0
-29.814850, -2.665942, 6.856323, -25.803223, -7.664225, 7.273315, -25.828125, 2.336099, 6.277130, 0.998474, 0.739613, -0.007172, 0.000000,-28.816376, -1.926330, 6.849152, -24.804779, -6.924607, 7.266357, -24.829651, 3.075630, 6.269287, 0, 0
-28.816376, -1.926330, 6.849152, -24.804779, -6.924607, 7.266357, -24.829651, 3.075630, 6.269287, 0.997986, 0.659666, -0.005768, 0.000000,-27.818390, -1.266664, 6.843384, -23.806824, -6.264942, 7.260742, -23.831665, 3.735218, 6.262909, 0, 0
-27.818390, -1.266664, 6.843384, -23.806824, -6.264942, 7.260742, -23.831665, 3.735218, 6.262909, 0.997711, 0.900644, -0.004181, 0.000000,-26.820679, -0.366020, 6.839203, -22.809113, -5.364298, 7.256836, -22.833923, 4.635771, 6.258057, 0, 0
-26.820679, -0.366020, 6.839203, -22.809113, -5.364298, 7.256836, -22.833923, 4.635771, 6.258057, 0.758301, 0.740263, -0.004242, 0.000000,-26.062378, 0.374243, 6.834961, -22.050842, -4.624041, 7.252808, -22.075592, 5.375949, 6.253265, 0, 0
-26.062378, 0.374243, 6.834961, -22.050842, -4.624041, 7.252808, -22.075592, 5.375949, 6.253265, 1.000000, 0.000683, -0.008911, 0.000000,-25.062256, 0.374926, 6.826050, -21.050720, -4.623372, 7.243622, -21.075500, 5.376614, 6.244019, 0, 0
-25.062256, 0.374926, 6.826050, -21.050720, -4.623372, 7.243622, -21.075500, 5.376614, 6.244019, 0.999451, 0.001480, -0.007751, 0.000000,-24.062805, 0.376406, 6.818298, -20.051239, -4.621900, 7.235565, -20.076080, 5.378082, 6.235931, 0, 0
-24.062805, 0.376406, 6.818298, -20.051239, -4.621900, 7.235565, -20.076080, 5.378082, 6.235931, 0.839417, -0.038662, -0.006256, 0.000000,-23.223389, 0.337744, 6.812042, -19.211823, -4.660586, 7.229034, -19.236694, 5.339402, 6.229431, 0, 0
-23.223389, 0.337744, 6.812042, -19.211823, -4.660586, 7.229034, -19.236694, 5.339402, 6.229431, 0.841064, -0.279692, -0.010132, 0.000000,-22.382324, 0.058052, 6.801910, -18.370728, -4.940292, 7.218475, -18.395660, 5.059725, 6.219177, 0, 0
-22.382324, 0.058052, 6.801910, -18.370728, -4.940292, 7.218475, -18.395660, 5.059725, 6.219177, 0.081329, -0.979240, -0.003418, 0.000000,-22.300995, -0.921188, 6.798492, -18.289368, -5.919552, 7.214447, -18.314362, 4.080561, 6.216095, 0, 0
-22.300995, -0.921188, 6.798492, -18.289368, -5.919552, 7.214447, -18.314362, 4.080561, 6.216095, 0.999481, 0.001286, -0.008301, 0.000000,-21.301514, -0.919903, 6.790192, -17.289917, -5.918305, 7.205811, -17.314880, 4.081812, 6.207520, 0, 0
-21.301514, -0.919903, 6.790192, -17.289917, -5.918305, 7.205811, -17.314880, 4.081812, 6.207520, 0.999359, 0.000973, -0.008545, 0.000000,-20.302155, -0.918930, 6.781647, -16.290558, -5.917377, 7.196960, -16.315521, 4.082748, 6.198730, 0, 0
-20.302155, -0.918930, 6.781647, -16.290558, -5.917377, 7.196960, -16.315521, 4.082748, 6.198730, 0.940887, -0.040423, -0.010773, 0.000000,-19.361267, -0.959353, 6.770874, -15.349731, -5.957863, 7.185852, -15.374603, 4.042276, 6.187775, 0, 0
-19.361267, -0.959353, 6.770874, -15.349731, -5.957863, 7.185852, -15.374603, 4.042276, 6.187775, 0.979553, -0.139150, -0.009186, 0.000000,-18.381714, -1.098503, 6.761688, -14.370209, -6.097076, 7.176239, -14.395020, 3.903088, 6.178406, 0, 0
-18.381714, -1.098503, 6.761688, -14.370209, -6.097076, 7.176239, -14.395020, 3.903088, 6.178406, 0.979736, -0.020097, -0.010315, 0.000000,-17.401978, -1.118600, 6.751373, -13.390533, -6.117249, 7.165558, -13.415253, 3.882929, 6.167877, 0, 0
-17.401978, -1.118600, 6.751373, -13.390533, -6.117249, 7.165558, -13.415253, 3.882929, 6.167877, 0.999451, -0.001649, -0.009796, 0.000000,-16.402527, -1.120249, 6.741577, -12.391174, -6.119000, 7.155396, -12.415710, 3.881197, 6.157898, 0, 0
-16.402527, -1.120249, 6.741577, -12.391174, -6.119000, 7.155396, -12.415710, 3.881197, 6.157898, 0.999176, -0.039723, -0.009186, 0.000000,-15.403351, -1.159973, 6.732391, -11.392059, -6.158815, 7.145813, -11.416473, 3.841410, 6.148590, 0, 0
-15.403351, -1.159973, 6.732391, -11.392059, -6.158815, 7.145813, -11.416473, 3.841410, 6.148590, 0.999115, 0.000125, -0.009521, 0.000000,-14.404236, -1.159847, 6.722870, -10.393036, -6.158799, 7.135925, -10.417267, 3.841450, 6.138885, 0, 0
